,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5416,19,Richardson Turnpike,Geraldine,Wyatt,22,Head,Divorced,Female,Unemployed,None,None
5417,19,Richardson Turnpike,Graham,Wyatt,5,Son,NA,Male,Student,None,NA
5418,19,Richardson Turnpike,Edward,Wyatt,2,Son,NA,Male,Child,None,NA
5419,19,Richardson Turnpike,Amy,Wyatt,1,Daughter,NA,Female,Child,None,NA
5420,19,Richardson Turnpike,Callum,Baker,19,Lodger,Single,Male,University Student,None,None
5421,20,Richardson Turnpike,Christine,Greenwood,59,Head,Married,Female,"Engineer, control and instrumentation",None,Methodist
5422,20,Richardson Turnpike,Joshua,Greenwood,64,Husband,Married,Male,"Engineer, technical sales",None,Methodist
5423,20,Richardson Turnpike,Ronald,Greenwood,27,Son,Single,Male,Video editor,None,Methodist
5424,20,Richardson Turnpike,William,Greenwood,24,Son,Divorced,Male,Ergonomist,None,Methodist
5425,20,Richardson Turnpike,Ian,Greenwood,11,Son,NA,Male,Student,None,NA
5426,21,Richardson Turnpike,Victor,Hurst,46,Head,Single,Male,Unemployed,None,None
5427,21,Richardson Turnpike,Rita,Dixon,44,Partner,Single,Female,Conference centre manager,None,None
5428,22,Richardson Turnpike,Caroline,Perry,41,Head,Married,Female,Veterinary surgeon,None,Christian
5429,22,Richardson Turnpike,Neil,Perry,39,Husband,Married,Male,"Restaurant manager, fast food",None,None
5430,23,Richardson Turnpike,Amanda,Jones,48,Head,Single,Female,"Therapist, drama",None,Catholic
5431,23,Richardson Turnpike,Annette,Jones,51,None,Single,f,Engineering geologist,None,None
5432,23,Richardson Turnpike,Lorraine,Johnson,60,None,Single,Female,Proofreader,None,Christian
5433,23,Richardson Turnpike,Abigail,Blake,21,None,Single,Female,University Student,None,None
5434,24,Richardson Turnpike,Geoffrey,Sharp,24,Head,Divorced,Male,Naval architect,None,Catholic
5435,24,Richardson Turnpike,Jenna,Bevan,8,Neice,NA,Female,Student,None,NA
5436,25,Richardson Turnpike,Tracy,Roberts,55,Head,Widowed,Female,Chief of Staff,None,Christian
5437,25,Richardson Turnpike,Katie,Roberts,20,Daughter,Single,Female,University Student,None,Christian
5438,25,Richardson Turnpike,Carol,Roberts,17,Daughter,NA,Female,Student,None,NA
5439,26,Richardson Turnpike,Natasha,Hussain,32,Head,Single,Female,IT consultant,None,Methodist
5440,26,Richardson Turnpike,Deborah,Woods-Hussain,7,Daughter,NA,Female,Student,Physical Disability,NA
5441,26,Richardson Turnpike,Jonathan,Woods-Hussain,6,Son,NA,Male,Student,None,NA
5442,26,Richardson Turnpike,Hollie,Woods-Hussain,4,Daughter,NA,Female,Child,None,NA
5443,27,Richardson Turnpike,Hayley,Smith,22,Head,Single,Female,University Student,None,None
5444,27,Richardson Turnpike,Victor,Coleman,19,Partner,Single,Male,University Student,None,None
5445,28,Richardson Turnpike,Jennifer,Hall,77,Head,Widowed,Female,Retired Mudlogger,None,Christian
5446,28,Richardson Turnpike,Maria,Hall,35,Daughter,Single,Female,Garment/textile technologist,None,Christian
5447,29,Richardson Turnpike,Craig,Roberts,63,Head,Single,Male,Web designer,None,Catholic
5448,29,Richardson Turnpike,Tony,Hall,52,None,Divorced,Male,"Designer, television/film set",None,Christian
5449,29,Richardson Turnpike,Samantha,Brown,52,None,Single,Female,"Doctor, hospital",None,None
5450,29,Richardson Turnpike,Scott,Martin,46,None,Single,Male,Electrical engineer,None,Catholic
5451,29,Richardson Turnpike,Denise,Hyde,27,None,Single,Female,Museum/gallery exhibitions officer,None,Sikh
5452,30,Richardson Turnpike,Gary,White,55,Head,Married,Male,Hydrologist,None,Christian
5453,30,Richardson Turnpike,Jean,White,53,Wife,Married,Female,Unemployed,None,None
5454,31,Richardson Turnpike,Lisa,Holt,46,Head,Divorced,Female,Higher education lecturer,None,Christian
5455,32,Richardson Turnpike,Hugh,Jones,79,Head,Married,Male,Retired Multimedia specialist,None,Methodist
5456,32,Richardson Turnpike,Leanne,Jones,78,Wife,Married,Female,Retired Freight forwarder,None,Methodist
5457,33,Richardson Turnpike,Ashleigh,Webster,65,Head,Married,Female,"Editor, magazine features",None,Christian
5458,33,Richardson Turnpike,Luke,Webster,69,Husband,Married,Male,Retired Automotive engineer,None,Christian
5459,34,Richardson Turnpike,Sandra,Phillips,38,Head,Single,Female,Leisure centre manager,None,None
5460,34,Richardson Turnpike,Gareth,Sutton,42,Partner,Single,Male,Applications developer,None,None
5461,34,Richardson Turnpike,Stanley,Phillips,6,Son,NA,Male,Student,None,NA
5462,35,Richardson Turnpike,Steven,Lees,66,Head,Married,Male,Operational researcher,None,Methodist
5463,35,Richardson Turnpike,Judith,Lees,62,Wife,Married,Female,Contractor,None,Methodist
5464,35,Richardson Turnpike,Joshua,Lees,21,Grandson,Divorced,Male,"Therapist, occupational",None,Methodist
5465,35,Richardson Turnpike,Marie,Thomas,18,Granddaughter,Widowed,Female,Student,None,None
5466,35,Richardson Turnpike,George,Wilson,15,Grandson,NA,Male,Student,None,NA
5467,36,Richardson Turnpike,Amy,Brady,30,Head,Married,Female,Dietitian,None,None
5468,36,Richardson Turnpike,Stanley,Brady,28,Husband,Married,Male,Unemployed,None,None
5469,36,Richardson Turnpike,Nicholas,Wilson,35,Lodger,Single,Male,Metallurgist,None,Catholic
5470,1,Mistletoebag Drive,Debra,Evans,44,Head,Single,Female,Chief Operating Officer,None,Catholic
5471,1,Mistletoebag Drive,Lynda,Evans,27,Daughter,Single,Female,Arts development officer,None,Catholic
5472,1,Mistletoebag Drive,Gemma,Evans,25,Daughter,Widowed,Female,Armed forces operational officer,None,Catholic
5473,1,Mistletoebag Drive,Carl,Evans,23,Son,Widowed,Male,Counsellor,None,Catholic
5474,1,Mistletoebag Drive,Ellie,Evans,15,Daughter,NA,Female,Student,None,NA
5475,2,Mistletoebag Drive,Jacqueline,Ball,43,Head,Married,Female,Tourist information centre manager,None,None
5476,2,Mistletoebag Drive,Alex,Ball,44,Husband,Married,Male,"Copywriter, advertising",None,None
5477,3,Mistletoebag Drive,Stanley,Mann,103,Head,Divorced,Male,Retired Musician,None,None
5478,4,Mistletoebag Drive,Patricia,Day,22,Head,Married,Female,University Student,None,None
5479,4,Mistletoebag Drive,Lawrence,Day,27,Husband,Married,Male,"Engineer, technical sales",None,None
5480,4,Mistletoebag Drive,Adam,Hawkins,40,None,Married,Male,Medical laboratory scientific officer,None,Methodist
5481,4,Mistletoebag Drive,Susan,Hawkins,34,None,Married,Female,Lawyer,None,Methodist
5482,5,Mistletoebag Drive,Gerard,Heath,60,Head,Married,Male,Archaeologist,None,Christian
5483,5,Mistletoebag Drive,Clare,Heath,58,Wife,Married,Female,Air traffic controller,None,Christian
5484,5,Mistletoebag Drive,Leon,Heath,36,Son,Single,Male,Trade union research officer,None,Christian
5485,5,Mistletoebag Drive,David,Heath,34,Son,Divorced,Male,"Psychologist, sport and exercise",None,None
5486,6,Mistletoebag Drive,Hayley,Shaw,50,Head,Divorced,Female,Academic librarian,None,Christian
5487,6,Mistletoebag Drive,Toby,Shaw,11,Son,NA,Male,Student,None,NA
5488,6,Mistletoebag Drive,Martin,Shaw,9,Son,NA,Male,Student,None,NA
5489,6,Mistletoebag Drive,Anthony,Shaw,7,Son,NA,Male,Student,None,NA
5490,7,Mistletoebag Drive,Harriet,Holt,64,Head,Married,Female,"Designer, ceramics/pottery",None,Christian
5491,7,Mistletoebag Drive,Gavin,Holt,65,Husband,Married,M,Licensed conveyancer,None,Christian
5492,7,Mistletoebag Drive,Elaine,Holt,41,Daughter,Single,Female,Jewellery designer,None,None
5493,7,Mistletoebag Drive,Bernard,Holt,35,Son,Single,M,Cytogeneticist,None,Christian
5494,7,Mistletoebag Drive,Cameron,Holt,32,Son,Single,Male,Agricultural engineer,None,None
5495,8,Mistletoebag Drive,Joanna,Smith,57,Head,Divorced,Female,"Surveyor, building",None,Christian
5496,9,Mistletoebag Drive,Lorraine,Moore,22,Head,Single,Female,University Student,None,Christian
5497,9,Mistletoebag Drive,Steven,Stewart,29,Partner,Single,Male,Armed forces logistics/support/administrative officer,None,None
5498,9,Mistletoebag Drive,Rachael,Moore,5,Daughter,NA,Female,Student,None,NA
5499,9,Mistletoebag Drive,Leslie,Moore,1,Son,NA,Male,Child,None,NA
5500,9,Mistletoebag Drive,Stephen,Mason,23,Visitor,Widowed,Male,Writer,None,None
5501,9,Mistletoebag Drive,Rita,Smith,23,Lodger,Single,female,Lawyer,None,Muslim
5502,10,Mistletoebag Drive,Lindsey,Bailey,66,Head,Married,Female,Counselling psychologist,None,None
5503,10,Mistletoebag Drive,Elliot,Bailey,69,Husband,Married,Male,Retired Orthoptist,None,None
5504,10,Mistletoebag Drive,Leanne,Bailey,41,Daughter,Divorced,Female,Dealer,None,None
5505,10,Mistletoebag Drive,Amber,Bailey,39,Daughter,Divorced,Female,Printmaker,None,None
5506,10,Mistletoebag Drive,Julie,Bailey,36,Daughter,Divorced,Female,"Surveyor, quantity",None,None
5507,10,Mistletoebag Drive,Valerie,Bailey,28,Daughter,Divorced,Female,Consulting civil engineer,None,None
5508,11,Mistletoebag Drive,Carl,Banks,58,Head,Single,Male,Barrister,None,Christian
5509,12,Mistletoebag Drive,Rachael,Patel,53,Head,Married,Female,Ambulance person,None,Catholic
5510,12,Mistletoebag Drive,Jeffrey,Patel,51,Husband,Married,Male,Waste management officer,None,Catholic
5511,12,Mistletoebag Drive,Maurice,Patel,10,Son,NA,Male,Student,None,NA
5512,12,Mistletoebag Drive,Deborah,Patel,9,Daughter,NA,female,Student,None,NA
5513,13,Mistletoebag Drive,Leah,Clements,31,Head,Married,Female,Materials engineer,None,Jewish
5514,13,Mistletoebag Drive,Graham,Clements,30,Husband,Married,Male,Film/video editor,None,Jewish
5515,13,Mistletoebag Drive,Brian,Clements,12,Son,NA,Male,Student,None,NA
5516,13,Mistletoebag Drive,Gavin,Clements,9,Son,NA,Male,Student,None,NA
5517,14,Mistletoebag Drive,Abbie,Smith,46,Head,Married,Female,Armed forces technical officer,None,None
5518,14,Mistletoebag Drive,Lawrence,Smith,52,Husband,Married,male,Industrial buyer,None,None
5519,14,Mistletoebag Drive,Linda,Smith,13,Daughter,NA,Female,Student,None,NA
5520,15,Mistletoebag Drive,Sally,Davis,49,Head,Divorced,Female,Chief Technology Officer,None,Catholic
5521,15,Mistletoebag Drive,Damian,Davis,16,Son,NA,M,Student,None,NA
5522,15,Mistletoebag Drive,Keith,Davis,16,Son,NA,Male,Student,None,NA
5523,16,Mistletoebag Drive,Kathleen,Turner,37,Head,Married,Female,Podiatrist,None,Christian
5524,16,Mistletoebag Drive,Roy,Turner,43,Husband,Married,Male,"Geologist, engineering",None,Christian
5525,16,Mistletoebag Drive,Geoffrey,Collins,9,Son,NA,Male,Student,None,NA
5526,17,Mistletoebag Drive,Vincent,Gilbert,36,Head,Single,Male,Applications developer,None,Muslim
5527,17,Mistletoebag Drive,Ann,Bell,35,Partner,Single,Female,Unemployed,None,Muslim
5528,17,Mistletoebag Drive,Justin,Gilbert,17,Son,NA,Male,Student,None,NA
5529,17,Mistletoebag Drive,Nigel,Gilbert,15,Son,NA,Male,Student,None,NA
5530,18,Mistletoebag Drive,Joyce,Cox,49,Head,Single,Female,Oceanographer,None,None
5531,18,Mistletoebag Drive,Aaron,Brown,51,Partner,Single,Male,IT consultant,None,None
5532,18,Mistletoebag Drive,Arthur,Cox,7,Son,NA,Male,Student,None,NA
5533,19,Mistletoebag Drive,Sean,Bibi,40,Head,Single,Male,Dance movement psychotherapist,None,Catholic
5534,19,Mistletoebag Drive,Douglas,Hill,19,None,Single,Male,University Student,None,Jewish
5535,19,Mistletoebag Drive,William,Phillips,27,None,Single,Male,Writer,None,Christian
5536,19,Mistletoebag Drive,Terry,Smith,52,None,Single,Male,Advertising art director,None,Christian
5537,20,Mistletoebag Drive,Lesley,Poole,54,Head,Single,Female,Actor,None,Methodist
5538,1,Thompson Road,Deborah,Quinn,70,Head,Divorced,Female,"Retired Nurse, learning disability",None,Christian
5539,2,Thompson Road,Rachael,Birch,60,Head,Divorced,Female,Unemployed,None,None
5540,2,Thompson Road,Leonard,Birch,33,Son,Divorced,Male,Contractor,None,None
5541,3,Thompson Road,Hazel,Thornton,65,Head,Widowed,Female,"Accountant, chartered management",None,Christian
5542,4,Thompson Road,Brandon,Osborne,40,Head,Single,Male,"Engineer, electronics",None,Christian
5543,4,Thompson Road,Leah,Graham,32,Partner,Single,Female,Ergonomist,None,None
5544,4,Thompson Road,Tracy,Holmes,27,Lodger,Single,Female,Facilities manager,None,None
5545,4,Thompson Road,Henry,Johnson,62,Sibling,Single,Male,Art gallery manager,None,None
5546,5,Thompson Road,Frederick,Reid,32,Head,Single,Male,Furniture conservator/restorer,None,Christian
5547,6,Thompson Road,Jade,Fisher,36,Head,Married,Female,Radio producer,None,None
5548,6,Thompson Road,Dean,Fisher,40,Husband,Married,Male,Geochemist,None,None
5549,6,Thompson Road,Joanne,Fisher,12,Daughter,NA,Female,Student,None,NA
5550,7,Thompson Road,Christine,Storey,55,Head,Single,Female,Nutritional therapist,None,Christian
5551,7,Thompson Road,Eleanor,Baker,40,None,Single,Female,Financial adviser,None,Christian
5552,7,Thompson Road,Hugh,Leonard,30,None,Single,Male,Health promotion specialist,None,Catholic
5553,8,Thompson Road,Anna,Price,46,Head,Single,Female,"Education officer, museum",None,Methodist
5554,8,Thompson Road,Brian,Butler,48,Partner,Single,Male,Chiropractor,None,Methodist
5555,8,Thompson Road,Nicola,Price,19,Daughter,Single,Female,University Student,None,None
5556,8,Thompson Road,Donald,Price,16,Son,NA,Male,Student,None,NA
5557,9,Thompson Road,Clare,Price,81,Head,Married,Female,Retired Geophysical data processor,None,Christian
5558,9,Thompson Road,Bradley,Price,84,Husband,Married,Male,Retired Chiropodist,None,None
5559,10,Thompson Road,Jeremy,Benson,35,Head,Single,Male,"Surveyor, hydrographic",None,Christian
5560,11,Thompson Road,Bradley,Pearce,61,Head,Single,Male,Stage manager,None,Methodist
5561,11,Thompson Road,Kathleen,Harrison,60,Partner,Single,Female,Make,None,Methodist
5562,12,Thompson Road,Hayley,Tyler,55,Head,Married,Female,Furniture conservator/restorer,None,Catholic
5563,12,Thompson Road,Dylan,Tyler,57,Husband,Married,Male,Field trials officer,None,Catholic
5564,13,Thompson Road,Lauren,Arnold,59,Head,Married,Female,"Editor, magazine features",None,Christian
5565,13,Thompson Road,Richard,Arnold,59,Husband,Married,Male,Unemployed,None,Christian
5566,13,Thompson Road,Sylvia,Foster-Arnold,21,Daughter,Single,Female,University Student,None,Christian
5567,14,Thompson Road,Bethany,Ahmed,29,Head,Married,Female,"Radiographer, therapeutic",None,Christian
5568,14,Thompson Road,Nicholas,Ahmed,31,Husband,Married,Male,"Engineer, technical sales",None,Christian
5569,15,Thompson Road,Josh,Norton,38,Head,Married,Male,Waste management officer,None,None
5570,15,Thompson Road,Jean,Norton,36,Wife,Married,Female,Retail banker,None,None
5571,16,Thompson Road,Jodie,Burke,58,Head,Single,Female,Regulatory affairs officer,None,Christian
5572,16,Thompson Road,Donald,Burke,34,Son,Single,Male,Geographical information systems officer,None,Christian
5573,17,Thompson Road,Cheryl,Haynes,51,Head,Single,Female,"Radiographer, therapeutic",None,Methodist
5574,18,Thompson Road,Shirley,Simpson,83,Head,Married,Female,Retired Insurance underwriter,None,Christian
5575,18,Thompson Road,Gerard,Simpson,83,Husband,Married,Male,Retired Technical sales engineer,None,Christian
5576,19,Thompson Road,James,Chambers,39,Head,Single,Male,Outdoor activities/education manager,None,Catholic
5577,19,Thompson Road,Jade,Marsden,41,Partner,Single,Female,Art therapist,None,Catholic
5578,19,Thompson Road,Liam,Chambers,5,Son,NA,Male,Student,None,NA
5579,19,Thompson Road,Terry,Chambers,1,Son,NA,Male,Child,None,NA
5580,20,Thompson Road,Frances,Jones,43,Head,Married,Female,Cytogeneticist,None,Catholic
5581,20,Thompson Road,Leon,Jones,45,Husband,Married,Male,Water quality scientist,None,Catholic
5582,20,Thompson Road,Linda,Jones,10,Daughter,NA,Female,Student,None,NA
5583,20,Thompson Road,Marilyn,Jones,7,Daughter,NA,Female,Student,None,NA
5584,21,Thompson Road,Richard,O'Brien,30,Head,Single,Male,Biomedical scientist,None,None
5585,21,Thompson Road,Stewart,Morgan,37,None,Single,Male,"Exhibitions officer, museum/gallery",None,None
5586,22,Thompson Road,Ruth,Sinclair,18,Head,Single,Female,University Student,None,None
5587,22,Thompson Road,Megan,Brown,18,None,S,Female,University Student,None,Muslim
5588,22,Thompson Road,Shannon,Bell,18,None,Single,Female,University Student,None,Christian
5589,23,Thompson Road,Pamela,Simpson,38,Head,Widowed,Female,"Psychologist, sport and exercise",None,Methodist
5590,23,Thompson Road,Malcolm,Simpson,9,Son,NA,Male,Student,None,NA
5591,24,Thompson Road,Katy,Nixon,30,Head,Married,Female,Health visitor,None,Catholic
5592,24,Thompson Road,Alexander,Nixon,32,Husband,Married,Male,Metallurgist,None,Catholic
5593,25,Thompson Road,Lucy,Wilson,43,Head,Single,Female,Race relations officer,None,None
5594,25,Thompson Road,Janice,Wilson,5,Daughter,NA,Female,Student,None,NA
5595,26,Thompson Road,Stephanie,Brooks,46,Head,Single,Female,Architectural technologist,None,None
5596,27,Thompson Road,Sarah,Evans,18,Head,Single,Female,University Student,None,None
5597,27,Thompson Road,Cheryl,Burke,20,None,Single,Female,University Student,None,Christian
5598,27,Thompson Road,Marie,Walker,19,None,Single,Female,University Student,None,Catholic
5599,28,Thompson Road,Aimee,Marshall,67,Head,Married,Female,Press photographer,None,Methodist
5600,28,Thompson Road,Terence,Marshall,61,Husband,Married,Male,Television production assistant,None,None
5601,29,Thompson Road,Charlotte,Martin,72,Head,Married,Female,Retired Retail merchandiser,None,Christian
5602,29,Thompson Road,Tom,Martin,74,Husband,Married,Male,Retired Analytical chemist,None,None
5603,30,Thompson Road,Jay,Taylor,70,Head,Single,Male,Retired Retail buyer,None,None
5604,30,Thompson Road,Jordan,Robson-Taylor,39,Son,Single,Male,Leisure centre manager,None,None
5605,30,Thompson Road,Sharon,Robson-Taylor,36,Daughter,Single,Female,Economist,None,None
5606,31,Thompson Road,Dawn,Thomas,61,Head,Divorced,Female,International aid/development worker,None,None
5607,32,Thompson Road,Marie,Fox,37,Head,Divorced,Female,Press sub,None,None
